name,rate,image,glb_company_size,industry,review,salary,jobs,locations,description
Abbott,3.8,https://media.glassdoor.com/sql/12/abbott-squareLogo-1657555841059.png,10000.0,Health Care Services & Hospitals,10100.0,11300.0,2300.0,34 office locations,"At Abbott, we’re dedicated to helping people live more fully, in everything we do. We’re creating the future of healthcare through life-changing technologies that make you healthier and stronger, quickly identify when you have a medical need, and treat conditions to help you get back to doing what you love. 

With headquarters in north suburban Chicago, Abbott serves people in more than 160 countries with leading medical devices, diagnostics, nutrition products and branded generic medicines. More than 110,000 of us are helping millions of people to live better and healthier, every day around the world.

Our employees do work that matters as part of a global community that supports them with career development opportunities and locally competitive benefits."
SLB,4.1,https://media.glassdoor.com/sql/588/slb-squareLogo-1671622845985.png,10000.0,Energy & Utilities,12100.0,9300.0,374,37 office locations,"No sleeper, Schlumberger (pronounced SHLUM-ber-ZHAY) is one of the world's largest oilfield services companies, along with Halliburton. It provides a full range of services, including seismic surveys, formation evaluation, drilling technologies and equipment, cementing, well construction and completion, and project management. Schlumberger also provides reservoir evaluation, development, and management services, and is developing new technologies for reservoir optimization. Through its WesternGeco business, the company provides seismic and other surveying services to customers worldwide. In 2010 Schlumberger acquired drilling services giant Smith International in deal valued at $11 billion."
Credit Suisse,3.9,https://media.glassdoor.com/sql/3141/credit-suisse-squarelogo-1474560002423.png,10000.0,Investment & Asset Management,12400.0,10300.0,341,25 office locations,"Credit Suisse is a leading global wealth manager with strong investment banking capabilities. Headquartered in Zurich, Switzerland, we have a global reach with operations in about 50 countries and employ more than 45,000 people from over 150 different nations. Embodying entrepreneurial spirit, Credit Suisse delivers holistic financial solutions to our clients, including innovative products and specially tailored advice. 

Striving for quality and excellence in our work, we recognize and reward extraordinary performance among our employees, provide wide-ranging training and development opportunities, and benefit from a diverse range of perspectives to create value for our clients, shareholders and communities. 

We are Credit Suisse."
IKEA,3.6,https://media.glassdoor.com/sql/3957/ikea-squareLogo-1699869713959.png,10000.0,Home Furniture & Housewares Stores,13800.0,6500.0,1600.0,5 office locations,"Founded by Ingvar Kamprad in 1943 as a tiny Swedish mail-order catalog business, today IKEA is a global home furnishing brand that lives in the hearts of the many people. One of the world's top furniture retailers, IKEA sells Scandinavian-style home furnishings and other housewares in about 422 stores in some 50 markets. 

We are a values-driven company with a passion for life at home. Every product we create is our idea for making home a better place.  

Even though we’ve come a long way since Ingvar Kamprad founded the IKEA brand, his dream to create a better life for as many people as possible, whatever the size of their wallet, is and will always be our driving force."
Deutsche Bank,3.6,https://media.glassdoor.com/sql/3150/deutsche-bank-squarelogo.png,10000.0,Banking & Lending,12800.0,9400.0,1700.0,53 office locations,"Deutsche Bank is the leading German bank with strong European roots and a global network. In a fundamental transformation the bank focuses on its core strengths in a newly created Corporate Bank, a leading Private Bank, a focused investment bank and in asset management.

We provide banking services to companies, governments, institutional investors, small and medium-sized businesses and private individuals.

Deutsche Bank was founded in 1870 to accompany German businesses into the world. We’ve worked across borders ever since."
Bath & Body Works,3.7,https://media.glassdoor.com/sql/13902/bath-and-body-works-squareLogo-1632173194820.png,10000.0,Beauty & Personal Accessories Stores,9600.0,12100.0,2900.0,3 Limited Parkway ,"Home of America’s Favorite Fragrances®, Bath & Body Works is a global leader in personal care and home fragrance, including the top-selling collections for fine fragrance mist, body lotion and body cream, 3-wick candles, home fragrance diffusers and liquid hand soap. Powered by agility and innovation, the company’s predominantly U.S.-based supply chain enables the company to deliver quality, on-trend luxuries at affordable prices. Bath & Body Works serves and delights customers however and wherever they want to shop, from welcoming, in-store experiences at more than 1,800 company-operated Bath & Body Works locations in the U.S. and Canada and more than 425 international franchised locations to an online storefront at www.BathandBodyWorks.com."
Ericsson-Worldwide,3.8,https://media.glassdoor.com/sql/3472/ericsson-worldwide-squareLogo-1633528460972.png,10000.0,Telecommunications Services,18600.0,6600.0,1900.0,26 office locations,"Ready to create the future?

Imagine a world where limitless connectivity means limitless possibility. By creating connections that make the unimaginable possible, we are helping to shape an exciting and positive future. A world where limitless connectivity improves lives, redefines business and pioneers a sustainable future. Below are a few glimpses into the hyper-connected world we will help create. We invite you to explore the potential and power of limitless connectivity and what it means for our future world."
University of Michigan,4.3,https://media.glassdoor.com/sql/3023/university-of-michigan-squarelogo-1535377905486.png,10000.0,Colleges & Universities,7200.0,16800.0,733,5 office locations,"At Michigan, you are part of something greater, contributing to a mission of discovery and care. You are valued for your time and talent. You are supported with benefits to promote health, well-being, and balance. And you are challenged with opportunities to grow, personally and professionally. Be your best self at Michigan."
Pizza Hut,3.5,https://media.glassdoor.com/sql/10090/pizza-hut-squarelogo-1585074027469.png,10000.0,Restaurants & Cafes,12900.0,9500.0,26500.0,"Headquarters in Plano, TX","For over 60 years, Pizza Hut has been giving you the pizza you love – and we love doing it!  Pizza Hut began with two brothers borrowing $600 from their mom to start a pizzeria.  What started out small has now become the biggest pizza company in the world.  And every step of the way, we’ve remained committed to making the best food and providing the highest level of service."
United Airlines,3.9,https://media.glassdoor.com/sql/683/united-airlines-squareLogo-1678822937602.png,10000.0,"Airlines, Airports & Air Transportation",6500.0,9000.0,163,24 office locations,"We're connecting people and uniting the world.

We've paired the world's most comprehensive route network with our modern fleet, the most fuel-efficient among U.S. network carriers (when adjusted for cabin size). We have seven US hub locations, including hubs in the four largest cities in the United States and almost 90,000 employees residing in every U.S. state and in countries around the world.

We also host an industry-leading loyalty program that provides more opportunities to earn and redeem miles worldwide and are leading the industry in our environmental initiatives.

The time is right to join United. We're reinventing our company from the ground up, and opportunities exist for all experience levels. If you are a dedicated individual who is ready to move your career in a positive new direction, United Airlines is the place for you."
Adobe,4.4,https://media.glassdoor.com/sql/1090/adobe-squareLogo-1696430095326.png,10000.0,Computer Hardware Development,9400.0,13000.0,690,27 office locations,"Adobe is the global leader in digital media and digital marketing solutions. Our creative, marketing and document solutions empower everyone – from emerging artists to global brands – to bring digital creations to life and deliver immersive, compelling experiences to the right person at the right moment for the best results. In short, Adobe is everywhere, and we’re changing the world through digital experiences."
Jones Lang LaSalle,3.9,https://media.glassdoor.com/sql/5779/jll-squarelogo-1530029668378.png,10000.0,Real Estate,10800.0,9800.0,3700.0,36 office locations,"We’re JLL. Our vision is to reimagine the world of real estate, creating rewarding opportunities and amazing spaces where people can achieve their ambitions. In doing so, we will build a better tomorrow for our clients, our people and our communities. 

We're a Fortune 500 company with nearly 300 corporate offices, operations in over 80 countries and a global workforce of 86,000. 

Our US business is part of our Americas business region. Americas business operates in the United States, Argentina, Brazil, Canada, Chile, Colombia, Mexico and Puerto Rico. The Americas region is led by Greg O'Brien, regional CEO. Our Americas Executive Leadership Team is listed on our official JLL Americas site at jll.com."
